PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2032,Diagnostic Medical Sonographers,detailed,940,5.6,0.42,0.75,63.02,131080,1.9,35.52,55.1,62.23,78.19,79.63,73870,114610,129440,162620,165620,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2033,Nuclear Medicine Technologists,detailed,170,6,0.075,0.61,71.27,148240,1.5,54.79,60.48,72.75,79.63,89.69,113970,125800,151310,165620,186550,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2034,Radiologic Technologists and Technicians,detailed,2490,3.2,1.109,0.72,56.78,118100,0.9,35.65,45.76,58.76,62.4,77.93,74140,95180,122230,129780,162100,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2035,Magnetic Resonance Imaging Technologists,detailed,330,5.3,0.146,0.54,61.5,127930,1.5,41.8,55.9,61.76,73.78,78.25,86940,116270,128460,153460,162770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2042,Emergency Medical Technicians,detailed,2850,1.4,1.27,1.11,26.74,55620,0.5,16.49,17.19,20.6,35.72,46.81,34300,35760,42840,74300,97360,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2043,Paramedics,detailed,590,7.2,0.265,0.39,33.4,69470,4.6,22.18,27.76,27.92,37.34,46.75,46120,57740,58070,77670,97240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2051,Dietetic Technicians,detailed,400,10.3,0.176,1.15,25.34,52700,1.6,17.12,20.68,26.35,28.6,36.26,35620,43020,54820,59490,75420,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2052,Pharmacy Technicians,detailed,4280,7.9,1.911,0.62,28.53,59340,1.6,20.29,21.7,26.89,36.29,37.55,42190,45140,55930,75490,78110,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2053,Psychiatric Technicians,detailed,800,22.8,0.357,0.54,30.13,62670,1.6,19.07,24.96,31.68,35.16,43.61,39670,51920,65890,73140,90710,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2055,Surgical Technologists,detailed,1460,9.3,0.649,0.84,38.54,80170,1.1,27.27,34.57,37.67,45.34,47.88,56720,71900,78350,94310,99580,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2056,Veterinary Technologists and Technicians,detailed,1230,8.8,0.548,0.65,25.11,52220,2.6,17.22,21.27,23.46,27.86,33.14,35820,44240,48810,57940,68940,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2057,Ophthalmic Medical Technicians,detailed,840,30.3,0.374,0.8,30.6,63650,8.6,17.82,21.59,27.33,35.34,56.44,37070,44900,56840,73510,117390,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,7450,5.2,3.321,0.73,36.26,75410,0.9,27.32,29.76,35.42,42.98,47.04,56820,61910,73680,89400,97830,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2072,Medical Records Specialists,detailed,2320,6.8,1.037,0.81,32.2,66980,1.1,20.72,23.36,29.55,36.99,47.04,43100,48580,61470,76950,97830,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2081,"Opticians, Dispensing",detailed,1130,15.6,0.505,0.97,28.36,58980,8.7,16.62,17.79,28.22,29.33,39.13,34570,37000,58690,61000,81380,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2091,Orthotists and Prosthetists,detailed,100,15.5,0.044,0.59,45.05,93700,4.6,28.86,36.39,43.1,48.82,70.01,60020,75680,89650,101550,145620,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2092,Hearing Aid Specialists,detailed,180,24.6,0.082,1.07,34.76,72300,4.5,27.73,29.55,35.52,37.25,43.81,57680,61470,73890,77480,91120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-2099,"Health Technologists and Technicians, All Other",detailed,3160,21.3,1.409,1.41,31.86,66270,1.2,21.26,23.05,28.86,36.65,44.63,44220,47940,60020,76240,92830,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-9021,Health Information Technologists and Medical Registrars,detailed,380,10,0.169,0.63,47.12,98000,4.1,22.34,33.83,42.84,59.73,73.94,46470,70370,89110,124240,153800,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-9091,Athletic Trainers,detailed,190,18.7,0.084,0.45,*,68470,1.9,*,*,*,*,*,52730,58710,61470,74550,90440,TRUE,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-9092,Genetic Counselors,detailed,100,9.3,0.043,2.2,63.87,132840,2.4,44.22,50.95,62.23,78.89,79.63,91980,105970,129440,164090,165620,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,700,7.9,0.314,1,41.38,86060,3.1,21.7,28.24,35.33,56.79,71.41,45140,58730,73490,118130,148530,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-0000,Healthcare Support Occupations,major,129960,1.6,57.96,1.24,19.77,41120,1.5,14.35,16.46,17.45,21.51,29.07,29840,34230,36300,44730,60460,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-1120,Home Health and Personal Care Aides,detailed,88750,2.3,39.583,1.66,16.97,35290,2.3,14.35,14.35,17.45,17.45,18.08,29840,29840,36300,36300,37610,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-1131,Nursing Assistants,detailed,10220,2.5,4.559,0.49,22.84,47500,0.5,17.43,18.62,21.52,26.76,29.16,36260,38740,44770,55670,60660,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-1132,Orderlies,detailed,470,3.8,0.21,0.65,26.84,55820,0.9,20.38,20.93,28.53,29.23,30.46,42380,43530,59330,60800,63350,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-2011,Occupational Therapy Assistants,detailed,200,14,0.089,0.3,41.14,85570,3.1,33.33,35.07,42.72,45.22,56.99,69320,72940,88860,94070,118530,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-2012,Occupational Therapy Aides,detailed,60,40.7,0.025,1.03,30.33,63090,9.7,17.47,27.33,34.5,35.36,35.36,36330,56850,71760,73560,73560,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-2021,Physical Therapist Assistants,detailed,800,15.6,0.357,0.54,37.86,78740,3.7,23.72,30.15,37.13,45.04,49.46,49340,62710,77240,93680,102870,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-2022,Physical Therapist Aides,detailed,670,12,0.297,0.99,18.97,39450,1.7,16.3,16.76,17.17,18.42,24.77,33910,34850,35710,38310,51510,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9011,Massage Therapists,detailed,1380,12.1,0.616,1.07,30.78,64030,6.2,16.68,17.81,28.86,36.88,47.3,34690,37050,60020,76710,98380,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9091,Dental Assistants,detailed,5980,7.9,2.666,1.08,26.51,55150,2.9,20.85,22.78,26.98,29.12,33.77,43370,47380,56130,60560,70240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9092,Medical Assistants,detailed,13670,4.6,6.096,1.18,26.41,54930,1.6,17.84,21.49,26.75,29.91,36.9,37110,44710,55650,62220,76740,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9093,Medical Equipment Preparers,detailed,1220,14.7,0.546,1.26,32.29,67170,4.7,17.68,27.83,34.82,37.02,39.62,36780,57890,72420,77000,82400,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9094,Medical Transcriptionists,detailed,**,**,**,**,23.25,48350,6.9,14.41,17.37,22.16,28.42,28.42,29980,36120,46090,59110,59110,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9095,Pharmacy Aides,detailed,1330,8.9,0.592,1.91,27.71,57630,2.5,17.52,20.71,28.53,36.13,36.15,36440,43080,59330,75160,75200,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,1640,7.1,0.731,1.04,20.15,41920,1.7,16.64,16.88,20.67,21.43,23.45,34610,35110,42990,44570,48770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9097,Phlebotomists,detailed,1430,10,0.639,0.68,26.47,55050,2.2,21.04,21.71,26.78,28.72,35.58,43750,45150,55710,59730,74000,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",31-9099,"Healthcare Support Workers, All Other",detailed,1090,7.8,0.488,0.63,27.59,57390,1.8,17.67,20.61,23.45,33.3,38.04,36750,42860,48770,69260,79110,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-0000,Protective Service Occupations,major,45170,1.3,20.144,0.84,35.26,73330,0.8,17.38,18.83,28.1,48.19,61.11,36150,39170,58440,100240,127110,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-1011,First-Line Supervisors of Correctional Officers,detailed,170,0.3,0.075,0.19,54.43,113220,0.1,45.28,51.35,52.36,57.58,61.77,94190,106810,108900,119760,128490,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-1012,First-Line Supervisors of Police and Detectives,detailed,690,2.5,0.308,0.34,82.09,170740,0.7,58.01,76.03,79.62,95.61,#,120650,158150,165600,198860,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,810,6.4,0.363,0.63,65.32,135860,0.7,47.62,59.85,61.77,76.59,84.2,99060,124500,128490,159310,175130,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-1091,First-Line Supervisors of Security Workers,detailed,660,5.9,0.295,0.75,31.53,65570,2.9,18.39,21.91,31.11,37.13,45.32,38250,45580,64700,77240,94260,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,290,4.9,0.128,0.76,42.66,88720,1.3,26.18,31.1,39.53,49.68,68.61,54460,64700,82220,103340,142710,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-2011,Firefighters,detailed,3820,6.7,1.702,0.76,47.19,98150,1.2,36.66,40.33,46.75,48.19,59.73,76260,83890,97240,100240,124240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-2021,Fire Inspectors and Investigators,detailed,190,29.8,0.086,0.83,44.38,92300,12.5,21.07,26.9,47.64,59.51,61.36,43830,55950,99090,123780,127630,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,70,35.7,0.03,1.5,64.9,134990,5.2,37.65,47.64,76.57,79.62,97.3,78300,99090,159270,165600,202390,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-3012,Correctional Officers and Jailers,detailed,1630,0.6,0.728,0.26,40.98,85230,0.2,30.36,36.82,42.48,46.45,48.19,63160,76580,88360,96620,100240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-3021,Detectives and Criminal Investigators,detailed,720,0.7,0.319,0.42,56.55,117620,0.2,38.14,47.39,51.61,69.79,81.05,79330,98570,107350,145160,168580,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-3041,Parking Enforcement Workers,detailed,430,2.5,0.192,3.62,33.98,70670,1.1,26.93,29,37.29,37.29,37.29,56020,60320,77560,77560,77560,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-3051,Police and Sheriff's Patrol Officers,detailed,9270,1.4,4.134,0.88,56.95,118450,0.4,38.14,48.24,60.24,61.11,76.69,79330,100330,125310,127110,159510,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9011,Animal Control Workers,detailed,90,19.7,0.039,0.48,29.8,61980,2.3,21.23,27.29,30.25,35,36.05,44160,56770,62930,72810,74990,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9021,Private Detectives and Investigators,detailed,630,10.1,0.282,1.38,36.47,75860,2.3,21.92,29.21,37.1,40.5,49.73,45600,60760,77160,84250,103440,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,90,23.8,0.039,0.6,20.16,41940,2.4,17.38,17.62,17.68,21.58,24.39,36150,36650,36780,44880,50730,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9032,Security Guards,detailed,18650,1.3,8.317,1.11,20.98,43630,0.8,17.13,17.55,18.83,22.34,27.66,35630,36510,39170,46470,57540,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9091,Crossing Guards and Flaggers,detailed,770,12.1,0.346,0.59,27.18,56540,3.7,17.56,22.14,24.01,30.22,38.8,36530,46040,49930,62850,80700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,1160,10.6,0.519,0.64,18.24,37930,1.5,14.39,16.44,17.24,19.08,22.78,29930,34190,35860,39680,47390,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9093,Transportation Security Screeners,detailed,1930,0.1,0.86,2.51,28.43,59120,0.5,23.22,23.24,29.69,29.7,37.86,48300,48330,61740,61780,78760,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",33-9099,"Protective Service Workers, All Other",detailed,3040,12.9,1.358,1.91,26.28,54670,5.3,16.67,17.76,20.61,30.11,47.38,34680,36930,42870,62620,98550,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-0000,Food Preparation and Serving Related Occupations,major,141190,1.5,62.97,0.79,19.06,39640,1.2,14.45,16.68,17.62,19.03,23.62,30060,34700,36640,39590,49120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-1011,Chefs and Head Cooks,detailed,3100,26.1,1.382,1.5,30.91,64280,11.6,17.82,22.66,26.84,36.65,48.15,37070,47130,55820,76240,100150,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,10550,9.9,4.707,0.64,25.07,52140,3.6,17.63,18.68,23.6,30.22,36.01,36670,38850,49080,62860,74900,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2011,"Cooks, Fast Food",detailed,9750,14,4.35,0.8,16.79,34930,2.2,14.31,14.63,17.07,17.49,18.47,29760,30430,35510,36380,38430,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2012,"Cooks, Institution and Cafeteria",detailed,2580,26.4,1.15,0.41,22.79,47400,6.8,17.4,18.44,21.7,24.34,29.95,36190,38360,45140,50630,62300,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2013,"Cooks, Private Household",detailed,**,**,**,**,24.99,51980,27.2,24.75,24.75,24.75,24.75,24.75,51470,51470,51470,51470,51470,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2014,"Cooks, Restaurant",detailed,17710,8.2,7.899,0.93,19.85,41290,2.7,15.12,17.8,18.64,21.31,23.25,31440,37030,38760,44320,48350,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2015,"Cooks, Short Order",detailed,1580,32.7,0.704,0.79,18.3,38060,3,14,16.84,18.52,18.8,22.32,29120,35030,38530,39100,46430,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2019,"Cooks, All Other",detailed,**,**,**,**,19.55,40650,11.2,14.35,17.45,17.45,17.45,25.38,29840,36300,36300,36300,52790,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-2021,Food Preparation Workers,detailed,6480,18.3,2.891,0.52,19.21,39950,2.5,16.62,17.51,18.52,20.44,22,34560,36420,38530,42510,45760,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-3011,Bartenders,detailed,5340,11.6,2.381,0.69,19.18,39880,5,14.35,14.92,17.22,18.41,24.17,29840,31040,35820,38290,50270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-3023,Fast Food and Counter Workers,detailed,39970,6.1,17.825,0.81,17.48,36360,1.1,14.38,16.83,17.34,18.31,19.84,29910,35010,36070,38090,41270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-3031,Waiters and Waitresses,detailed,23510,7.5,10.487,0.82,18.09,37630,3.9,14.39,14.71,16.86,18.37,22.89,29920,30590,35060,38220,47610,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-3041,"Food Servers, Nonrestaurant",detailed,3390,5.7,1.513,0.88,20.87,43400,1.2,15.43,17.44,17.93,23.26,30.23,32080,36280,37300,48390,62880,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,3990,14.9,1.78,0.74,17.99,37410,1.9,14.65,16.75,17.05,18,23.3,30470,34840,35450,37440,48470,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-9021,Dishwashers,detailed,7250,10.4,3.234,1.21,17.52,36440,1.8,14.43,16.35,17.57,18.42,19.47,30020,34000,36550,38320,40500,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,3040,15.9,1.354,0.59,16.98,35320,3.2,14.35,14.92,16.94,17.27,19.98,29840,31040,35240,35910,41550,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,1900,19.8,0.846,1.43,18.18,37820,2.1,14.94,16.88,17.5,18.76,20.68,31070,35100,36400,39020,43010,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,57240,1.8,25.531,0.88,21.78,45300,0.6,16.8,17.15,20.35,23.44,29.74,34950,35670,42320,48760,61860,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,1640,5.3,0.733,0.67,28.97,60250,1.8,18.8,21.5,27.81,36.01,38.8,39110,44710,57850,74890,80700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,1310,8,0.584,0.71,33.53,69740,2.9,21.42,24.26,30.83,40.82,47.38,44540,50460,64120,84910,98560,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,28710,2.6,12.802,0.89,20.21,42030,0.7,16.68,16.85,17.74,22,28.49,34690,35040,36900,45760,59250,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-2012,Maids and Housekeeping Cleaners,detailed,11400,4,5.083,0.99,21.43,44580,1.1,16.91,17.09,17.75,27.47,29.74,35160,35550,36930,57140,61860,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-2019,"Building Cleaning Workers, All Other",detailed,650,35.6,0.29,2.35,23.18,48210,5.2,16.62,17.41,22.93,22.93,27.27,34560,36210,47700,47700,56730,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-2021,Pest Control Workers,detailed,860,4.8,0.385,0.63,23.24,48330,2.9,17.03,17.34,21.26,26.93,30.25,35410,36060,44210,56010,62920,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-3011,Landscaping and Groundskeeping Workers,detailed,11230,4.1,5.006,0.79,22.91,47650,1.6,17.34,17.94,21.7,23.64,33.62,36060,37320,45140,49160,69930,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,190,16.9,0.084,0.46,26.3,54710,3.3,18.4,21.09,22.68,30.25,35.14,38270,43880,47170,62920,73090,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-3013,Tree Trimmers and Pruners,detailed,720,22.9,0.32,1.08,29.76,61890,2.8,22.28,25.99,29.54,33.11,39.99,46340,54060,61440,68870,83180,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",37-3019,"Grounds Maintenance Workers, All Other",detailed,550,25.7,0.243,2.17,22.67,47150,6.7,17.17,17.68,21.97,27.46,30.14,35720,36780,45700,57120,62700,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-0000,Personal Care and Service Occupations,major,36990,3.7,16.496,0.91,21.15,43990,1.6,14.41,16.59,17.54,22.4,30.72,29970,34500,36490,46590,63910,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-1013,First-Line Supervisors of Gambling Services Workers,detailed,90,11.8,0.041,0.29,32.55,67710,4.7,17.44,22.12,34.07,37.13,47.35,36280,46000,70870,77240,98490,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,1190,7.3,0.532,1.12,29.91,62220,3,17.43,20.68,27.06,37.33,48.71,36250,43020,56290,77650,101330,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-1022,First-Line Supervisors of Personal Service Workers,detailed,1600,16.5,0.716,1,24.36,50670,4.2,18.37,18.37,22.66,26.8,34.27,38200,38200,47130,55740,71270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-2011,Animal Trainers,detailed,290,19.4,0.129,1.15,24.36,50660,6.4,16.67,18.26,22.62,26.5,39.08,34670,37970,47050,55110,81290,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-2021,Animal Caretakers,detailed,3000,6.9,1.339,0.84,19.1,39720,3,15.23,16.84,17.08,20.54,23.64,31670,35020,35530,42720,49170,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3011,Gambling Dealers,detailed,850,2.8,0.378,0.82,18.98,39480,5.7,14.35,14.49,16.99,22,24.77,29840,30130,35340,45760,51520,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3012,Gambling and Sports Book Writers and Runners,detailed,130,14.2,0.058,1.11,17.28,35950,0.4,14.35,14.35,17.45,17.45,22,29840,29840,36300,36300,45760,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3019,"Gambling Service Workers, All Other",detailed,70,9.2,0.031,0.4,20.14,41890,3.8,14.35,16.79,17.45,22.23,28.22,29840,34930,36300,46240,58690,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,1200,31.9,0.536,1.37,17.86,37140,2.6,14.9,14.9,17.19,18.77,23.03,30990,31000,35760,39030,47900,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3091,Amusement and Recreation Attendants,detailed,3410,5.8,1.519,0.82,17.1,35560,1,14.52,16.49,16.82,17.29,18.48,30200,34290,34990,35970,38430,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3092,Costume Attendants,detailed,50,25.1,0.021,0.88,29.98,62350,7.2,17.87,23.05,31.03,37.18,42.92,37170,47940,64540,77330,89270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,120,24.7,0.055,0.8,20.75,43160,5.1,17.12,17.45,20.13,23.13,25.88,35610,36300,41880,48110,53840,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-4011,Embalmers,detailed,60,18.1,0.026,0.9,29.15,60640,5.1,17.45,22.94,30.14,33.11,35.53,36300,47720,62690,68870,73900,,,4,0,Cross-industry,1235,,cross-industry
