AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,43-4171,Receptionists and Information Clerks,,5000.0,8.1,7.753,1.02,16.49,34290.0,1.9,10.51,12.64,15.96,19.55,23.13,21860.0,26290.0,33200.0,40660.0,48110.0,,
11,DC,District of Columbia,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,,490.0,30.8,0.759,0.77,18.62,38720.0,6.5,11.87,15.5,17.78,22.01,26.63,24680.0,32230.0,36970.0,45790.0,55380.0,,
11,DC,District of Columbia,43-4199,"Information and Record Clerks, All Other",,6090.0,1.9,9.449,6.28,22.02,45810.0,2.2,13.05,16.38,21.85,26.39,30.98,27140.0,34070.0,45460.0,54890.0,64450.0,,
11,DC,District of Columbia,43-5011,Cargo and Freight Agents,,30.0,41.3,0.048,0.08,23.5,48890.0,3.8,15.0,17.45,22.53,29.22,33.64,31200.0,36300.0,46860.0,60770.0,69980.0,,
11,DC,District of Columbia,43-5021,Couriers and Messengers,,190.0,24.1,0.298,0.46,16.14,33570.0,4.8,10.15,12.52,15.24,18.28,23.63,21120.0,26050.0,31710.0,38030.0,49150.0,,
11,DC,District of Columbia,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",,300.0,13.6,0.458,0.32,20.22,42060.0,3.6,12.79,15.86,20.17,24.53,27.56,26600.0,32980.0,41950.0,51010.0,57330.0,,
11,DC,District of Columbia,43-5051,Postal Service Clerks,,170.0,0.0,0.261,0.51,25.45,52930.0,*,25.52,25.52,25.53,26.08,26.09,53080.0,53090.0,53100.0,54250.0,54260.0,,
11,DC,District of Columbia,43-5052,Postal Service Mail Carriers,,950.0,0.0,1.48,0.6,25.87,53810.0,*,23.71,25.41,26.69,26.7,26.7,49320.0,52850.0,55520.0,55530.0,55540.0,,
11,DC,District of Columbia,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",,720.0,0.0,1.12,1.03,25.22,52460.0,*,25.0,25.01,25.52,25.53,26.08,52000.0,52020.0,53090.0,53100.0,54260.0,,
11,DC,District of Columbia,43-5061,"Production, Planning, and Expediting Clerks",,630.0,14.5,0.971,0.46,25.92,53920.0,4.1,15.59,19.79,24.06,27.95,45.2,32420.0,41170.0,50030.0,58130.0,94010.0,,
11,DC,District of Columbia,43-5071,"Shipping, Receiving, and Traffic Clerks",,850.0,9.4,1.317,0.25,21.04,43760.0,4.1,13.02,17.28,22.57,25.39,27.52,27080.0,35950.0,46950.0,52820.0,57240.0,,
11,DC,District of Columbia,43-5081,Stock Clerks and Order Fillers,,2210.0,10.8,3.43,0.25,15.17,31550.0,3.1,9.57,10.81,14.35,18.48,22.38,19910.0,22490.0,29850.0,38450.0,46560.0,,
11,DC,District of Columbia,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",,110.0,49.5,0.171,0.32,11.63,24200.0,7.8,8.65,9.11,10.75,13.23,16.12,18000.0,18960.0,22360.0,27530.0,33530.0,,
11,DC,District of Columbia,43-6011,Executive Secretaries and Executive Administrative Assistants,,11930.0,3.7,18.502,2.49,25.56,53160.0,2.2,16.11,19.39,23.82,29.79,36.63,33510.0,40330.0,49540.0,61960.0,76190.0,,
11,DC,District of Columbia,43-6012,Legal Secretaries,,5060.0,6.4,7.852,4.56,31.32,65150.0,2.1,20.24,25.59,31.9,37.55,43.05,42090.0,53230.0,66360.0,78110.0,89550.0,,
11,DC,District of Columbia,43-6013,Medical Secretaries,,1010.0,15.6,1.573,0.4,19.36,40280.0,5.2,12.65,14.6,17.95,22.37,28.18,26310.0,30360.0,37340.0,46540.0,58600.0,,
11,DC,District of Columbia,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,9110.0,4.0,14.131,0.93,23.06,47960.0,3.3,15.1,18.23,22.4,27.1,31.97,31410.0,37920.0,46600.0,56360.0,66500.0,,
11,DC,District of Columbia,43-9011,Computer Operators,,250.0,12.8,0.394,0.65,26.92,55990.0,3.4,18.99,21.64,26.08,30.69,35.1,39500.0,45010.0,54250.0,63840.0,73010.0,,
11,DC,District of Columbia,43-9021,Data Entry Keyers,,690.0,12.9,1.076,0.65,19.88,41350.0,2.3,12.69,15.69,20.15,23.06,27.24,26400.0,32640.0,41910.0,47970.0,56670.0,,
11,DC,District of Columbia,43-9022,Word Processors and Typists,,1630.0,2.0,2.531,3.37,16.7,34740.0,3.7,12.61,14.15,14.65,17.61,23.23,26230.0,29420.0,30470.0,36620.0,48320.0,,
11,DC,District of Columbia,43-9031,Desktop Publishers,,90.0,35.2,0.146,1.0,19.44,40440.0,6.7,13.37,15.67,17.41,21.26,28.24,27820.0,32580.0,36220.0,44230.0,58750.0,,
11,DC,District of Columbia,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",,1060.0,8.3,1.648,1.84,18.5,38490.0,3.0,12.59,14.61,18.71,21.72,24.35,26200.0,30390.0,38910.0,45170.0,50650.0,,
11,DC,District of Columbia,43-9061,"Office Clerks, General",,9520.0,4.9,14.763,0.67,18.04,37530.0,1.7,9.89,12.97,17.51,21.77,26.73,20580.0,26980.0,36420.0,45280.0,55600.0,,
11,DC,District of Columbia,43-9081,Proofreaders and Copy Markers,,130.0,25.2,0.195,2.22,20.42,42470.0,4.0,12.7,15.6,19.89,24.15,28.84,26420.0,32450.0,41380.0,50220.0,59980.0,,
11,DC,District of Columbia,43-9111,Statistical Assistants,,170.0,19.5,0.269,2.33,26.7,55540.0,3.9,18.24,22.87,26.97,31.44,34.91,37950.0,47560.0,56100.0,65390.0,72620.0,,
11,DC,District of Columbia,43-9799,"Office and Administrative Support Workers, All Other*",,2330.0,5.0,3.613,1.77,21.21,44120.0,2.2,14.2,15.8,19.58,24.73,31.23,29530.0,32860.0,40720.0,51440.0,64960.0,,
11,DC,District of Columbia,45-0000,"Farming, Fishing, and Forestry Occupations",major,90.0,0.7,0.133,0.04,24.81,51600.0,3.9,18.65,22.97,26.05,28.11,28.12,38780.0,47780.0,54190.0,58470.0,58490.0,,
11,DC,District of Columbia,47-0000,Construction and Extraction Occupations,major,10770.0,5.8,16.701,0.43,26.12,54320.0,2.3,13.3,18.21,25.36,33.25,41.13,27670.0,37870.0,52750.0,69150.0,85560.0,,
11,DC,District of Columbia,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,,920.0,6.9,1.432,0.4,34.5,71760.0,2.5,23.37,27.03,33.71,41.31,48.45,48600.0,56230.0,70120.0,85930.0,100770.0,,
11,DC,District of Columbia,47-2011,Boilermakers,,**,**,**,**,29.11,60550.0,5.6,17.44,22.88,29.95,35.88,41.74,36270.0,47590.0,62300.0,74620.0,86820.0,,
11,DC,District of Columbia,47-2021,Brickmasons and Blockmasons,,**,**,**,**,21.85,45450.0,18.4,12.7,14.46,21.06,29.02,31.21,26420.0,30070.0,43810.0,60350.0,64920.0,,
11,DC,District of Columbia,47-2031,Carpenters,,1100.0,13.1,1.708,0.38,24.68,51340.0,3.2,15.18,19.38,24.78,28.92,34.79,31570.0,40320.0,51540.0,60160.0,72370.0,,
11,DC,District of Columbia,47-2051,Cement Masons and Concrete Finishers,,340.0,15.4,0.526,0.5,20.63,42910.0,9.4,12.31,14.3,17.79,27.34,33.46,25610.0,29750.0,37010.0,56880.0,69600.0,,
11,DC,District of Columbia,47-2061,Construction Laborers,,2400.0,11.4,3.726,0.61,19.01,39540.0,3.4,10.1,13.93,18.07,22.23,30.05,21020.0,28980.0,37580.0,46250.0,62510.0,,
11,DC,District of Columbia,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",,160.0,21.3,0.24,0.57,25.63,53320.0,3.5,19.94,23.21,25.8,28.39,32.36,41470.0,48280.0,53670.0,59060.0,67310.0,,
11,DC,District of Columbia,47-2073,Operating Engineers and Other Construction Equipment Operators,,310.0,13.4,0.475,0.18,26.54,55200.0,2.1,20.53,23.42,26.46,29.0,33.23,42710.0,48710.0,55040.0,60310.0,69110.0,,
11,DC,District of Columbia,47-2111,Electricians,,1450.0,13.1,2.249,0.56,29.43,61210.0,2.5,18.33,23.41,29.66,35.9,41.5,38130.0,48700.0,61690.0,74680.0,86330.0,,
11,DC,District of Columbia,47-2141,"Painters, Construction and Maintenance",,470.0,19.5,0.731,0.51,23.72,49340.0,4.1,14.18,18.25,23.21,28.12,35.43,29490.0,37960.0,48270.0,58490.0,73690.0,,
11,DC,District of Columbia,47-2152,"Plumbers, Pipefitters, and Steamfitters",,1150.0,10.3,1.777,0.65,30.34,63110.0,2.4,18.94,24.24,30.34,37.02,42.63,39390.0,50410.0,63100.0,76990.0,88680.0,,
11,DC,District of Columbia,47-2161,Plasterers and Stucco Masons,,**,**,**,**,22.14,46040.0,4.3,16.3,18.36,22.26,25.81,28.3,33890.0,38190.0,46300.0,53690.0,58870.0,,
11,DC,District of Columbia,47-2171,Reinforcing Iron and Rebar Workers,,**,**,**,**,22.76,47350.0,5.1,9.76,12.91,18.58,33.31,41.25,20300.0,26850.0,38650.0,69280.0,85810.0,,
11,DC,District of Columbia,47-2181,Roofers,,30.0,22.8,0.047,0.06,17.61,36630.0,7.1,12.4,15.02,16.81,18.65,25.76,25800.0,31250.0,34960.0,38790.0,53590.0,,
11,DC,District of Columbia,47-2211,Sheet Metal Workers,,240.0,26.6,0.366,0.36,26.69,55510.0,4.2,19.6,24.29,26.49,28.73,35.54,40770.0,50520.0,55100.0,59760.0,73920.0,,
11,DC,District of Columbia,47-2221,Structural Iron and Steel Workers,,80.0,46.9,0.124,0.28,22.3,46380.0,3.0,15.62,18.43,20.89,24.23,29.85,32500.0,38340.0,43450.0,50400.0,62090.0,,
11,DC,District of Columbia,47-3012,Helpers--Carpenters,,70.0,46.4,0.107,0.34,13.53,28150.0,5.0,9.38,11.9,13.25,14.6,17.64,19510.0,24750.0,27550.0,30360.0,36700.0,,
11,DC,District of Columbia,47-3013,Helpers--Electricians,,150.0,19.2,0.238,0.47,15.49,32220.0,5.4,10.44,12.23,14.76,18.56,21.68,21720.0,25440.0,30700.0,38610.0,45090.0,,
11,DC,District of Columbia,47-3019,"Helpers, Construction Trades, All Other",,80.0,39.0,0.122,0.82,14.3,29750.0,16.0,8.83,9.51,11.39,17.26,22.76,18370.0,19780.0,23700.0,35890.0,47350.0,,
11,DC,District of Columbia,47-4011,Construction and Building Inspectors,,**,**,**,**,39.39,81930.0,3.1,27.59,32.73,39.2,45.65,52.79,57380.0,68080.0,81530.0,94950.0,109810.0,,
11,DC,District of Columbia,47-4021,Elevator Installers and Repairers,,40.0,30.8,0.064,0.4,38.05,79140.0,5.9,24.45,31.21,38.53,44.16,45.79,50850.0,64920.0,80130.0,91840.0,95240.0,,
11,DC,District of Columbia,47-4799,"Construction and Related Workers, All Other*",,60.0,35.8,0.092,0.3,22.83,47490.0,7.5,14.86,16.59,23.79,28.45,33.42,30910.0,34500.0,49470.0,59180.0,69510.0,,
11,DC,District of Columbia,49-0000,"Installation, Maintenance, and Repair Occupations",major,9040.0,5.3,14.027,0.36,25.1,52200.0,1.5,13.94,18.89,25.37,30.63,35.69,29000.0,39290.0,52770.0,63720.0,74230.0,,
11,DC,District of Columbia,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",,910.0,6.5,1.412,0.43,34.0,70720.0,1.9,23.68,30.18,34.46,39.43,44.31,49260.0,62770.0,71680.0,82010.0,92170.0,,
11,DC,District of Columbia,49-2011,"Computer, Automated Teller, and Office Machine Repairers",,150.0,36.4,0.239,0.27,18.77,39050.0,11.8,10.47,12.9,16.55,23.28,31.34,21780.0,26820.0,34410.0,48410.0,65190.0,,
11,DC,District of Columbia,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",,**,**,**,**,28.72,59740.0,3.5,20.27,24.55,29.67,33.62,35.99,42160.0,51070.0,61700.0,69930.0,74860.0,,
11,DC,District of Columbia,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",,140.0,23.5,0.22,0.42,40.01,83220.0,7.8,27.0,31.21,40.67,47.18,53.95,56160.0,64920.0,84600.0,98130.0,112210.0,,
11,DC,District of Columbia,49-2098,Security and Fire Alarm Systems Installers,,40.0,16.8,0.063,0.14,29.71,61800.0,8.5,19.88,21.69,27.52,39.04,42.83,41350.0,45110.0,57240.0,81210.0,89090.0,,
11,DC,District of Columbia,49-3021,Automotive Body and Related Repairers,,110.0,41.0,0.172,0.17,22.0,45760.0,26.6,10.52,11.98,20.4,27.63,40.55,21880.0,24910.0,42430.0,57470.0,84340.0,,
11,DC,District of Columbia,49-3023,Automotive Service Technicians and Mechanics,,460.0,10.5,0.712,0.15,22.78,47390.0,3.7,11.05,16.59,24.25,28.41,31.94,22970.0,34510.0,50430.0,59090.0,66430.0,,
11,DC,District of Columbia,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,,70.0,14.1,0.115,0.07,24.56,51080.0,5.5,16.89,20.94,25.08,28.01,30.99,35120.0,43550.0,52170.0,58270.0,64450.0,,
11,DC,District of Columbia,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",,**,**,**,**,25.1,52210.0,3.4,17.63,22.92,25.7,28.26,31.75,36680.0,47670.0,53450.0,58780.0,66040.0,,
11,DC,District of Columbia,49-3091,Bicycle Repairers,,100.0,30.7,0.155,2.0,10.92,22710.0,3.6,8.73,9.23,10.51,12.01,14.26,18170.0,19200.0,21850.0,24970.0,29650.0,,
11,DC,District of Columbia,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",,100.0,0.0,0.15,0.45,29.7,61780.0,3.7,24.07,26.06,29.49,33.31,35.6,50070.0,54210.0,61330.0,69280.0,74040.0,,
11,DC,District of Columbia,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,230.0,11.0,0.364,0.2,28.41,59090.0,2.8,20.13,25.5,29.51,32.76,35.29,41870.0,53040.0,61380.0,68150.0,73410.0,,
11,DC,District of Columbia,49-9041,Industrial Machinery Mechanics,,120.0,0.0,0.192,0.08,30.87,64200.0,3.7,27.08,29.66,31.21,33.4,35.01,56330.0,61700.0,64920.0,69480.0,72810.0,,
11,DC,District of Columbia,49-9043,"Maintenance Workers, Machinery",,200.0,11.2,0.306,0.5,23.06,47970.0,3.4,13.19,17.8,24.18,27.4,31.35,27420.0,37020.0,50290.0,56990.0,65200.0,,
11,DC,District of Columbia,49-9051,Electrical Power-Line Installers and Repairers,,70.0,7.4,0.114,0.14,30.55,63540.0,3.4,23.56,26.88,31.21,34.2,38.1,49010.0,55900.0,64920.0,71140.0,79250.0,,
11,DC,District of Columbia,49-9052,Telecommunications Line Installers and Repairers,,360.0,9.1,0.559,0.48,28.35,58970.0,3.8,22.97,25.51,29.24,32.89,35.22,47790.0,53050.0,60820.0,68410.0,73250.0,,
11,DC,District of Columbia,49-9062,Medical Equipment Repairers,,60.0,35.8,0.095,0.35,20.35,42320.0,4.9,12.7,18.35,20.75,23.21,26.94,26420.0,38160.0,43150.0,48280.0,56030.0,,
11,DC,District of Columbia,49-9071,"Maintenance and Repair Workers, General",,3820.0,6.1,5.929,0.62,21.93,45610.0,1.8,13.22,16.86,21.41,26.76,31.47,27500.0,35060.0,44540.0,55670.0,65460.0,,
11,DC,District of Columbia,49-9094,Locksmiths and Safe Repairers,,50.0,11.5,0.085,0.67,27.55,57300.0,2.3,23.1,25.52,26.93,29.67,34.35,48040.0,53080.0,56010.0,61710.0,71450.0,,
11,DC,District of Columbia,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,210.0,14.9,0.327,0.34,17.18,35740.0,3.5,11.89,14.26,17.1,20.9,22.7,24740.0,29660.0,35570.0,43470.0,47220.0,,
11,DC,District of Columbia,49-9799,"Installation, Maintenance, and Repair Workers, All Other*",,150.0,13.1,0.23,0.25,25.39,52820.0,5.9,15.93,20.93,25.41,28.64,36.0,33140.0,43530.0,52850.0,59560.0,74870.0,,
11,DC,District of Columbia,51-0000,Production Occupations,major,5050.0,4.3,7.834,0.12,23.92,49750.0,9.8,9.52,14.14,22.88,32.27,40.59,19790.0,29420.0,47600.0,67110.0,84420.0,,
11,DC,District of Columbia,51-1011,First-Line Supervisors of Production and Operating Workers,,320.0,10.1,0.498,0.11,31.76,66060.0,5.4,19.01,22.34,33.38,39.56,44.1,39530.0,46470.0,69440.0,82290.0,91730.0,,
11,DC,District of Columbia,51-2099,"Assemblers and Fabricators, All Other",,**,**,**,**,12.5,26000.0,16.3,8.69,9.24,10.97,16.12,17.86,18070.0,19220.0,22830.0,33530.0,37160.0,,
11,DC,District of Columbia,51-3011,Bakers,,140.0,8.7,0.223,0.19,15.01,31220.0,2.5,10.46,12.69,15.45,17.29,18.43,21750.0,26390.0,32140.0,35960.0,38340.0,,
11,DC,District of Columbia,51-3021,Butchers and Meat Cutters,,110.0,22.0,0.173,0.17,17.35,36080.0,4.8,9.23,12.2,19.38,21.33,22.57,19190.0,25380.0,40310.0,44370.0,46940.0,,
11,DC,District of Columbia,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,**,**,**,**,12.26,25490.0,10.2,8.6,8.97,10.59,14.78,19.69,17880.0,18650.0,22040.0,30750.0,40950.0,,
11,DC,District of Columbia,51-4041,Machinists,,220.0,20.8,0.338,0.12,32.55,67710.0,7.8,24.41,26.1,28.96,40.58,45.2,50770.0,54290.0,60230.0,84410.0,94010.0,,
11,DC,District of Columbia,51-4121,"Welders, Cutters, Solderers, and Brazers",,120.0,18.6,0.184,0.07,25.0,52000.0,10.8,11.71,17.71,26.54,31.61,35.56,24360.0,36850.0,55200.0,65760.0,73970.0,,
11,DC,District of Columbia,51-5111,Prepress Technicians and Workers,,240.0,7.9,0.365,1.08,35.21,73230.0,5.4,19.79,35.85,35.86,38.15,43.45,41170.0,74570.0,74580.0,79350.0,90370.0,,
11,DC,District of Columbia,51-5112,Printing Press Operators,,800.0,6.1,1.244,0.89,30.47,63380.0,14.8,13.55,17.18,26.94,42.02,49.19,28180.0,35730.0,56040.0,87400.0,102320.0,,
11,DC,District of Columbia,51-5113,Print Binding and Finishing Workers,,300.0,15.5,0.463,1.1,29.31,60960.0,13.4,12.23,22.88,35.48,38.38,40.87,25440.0,47590.0,73800.0,79820.0,85000.0,,
11,DC,District of Columbia,51-6011,Laundry and Dry-Cleaning Workers,,540.0,13.7,0.844,0.54,13.59,28270.0,5.4,8.7,9.2,14.8,17.04,18.38,18100.0,19130.0,30790.0,35440.0,38240.0,,
11,DC,District of Columbia,51-6021,"Pressers, Textile, Garment, and Related Materials",,180.0,11.9,0.284,0.69,10.1,21010.0,3.2,8.67,9.18,10.13,10.99,11.51,18040.0,19100.0,21060.0,22860.0,23930.0,,
11,DC,District of Columbia,51-6052,"Tailors, Dressmakers, and Custom Sewers",,60.0,28.3,0.089,0.45,10.77,22390.0,5.1,8.52,8.75,9.13,11.76,16.99,17720.0,18190.0,18980.0,24470.0,35340.0,,
11,DC,District of Columbia,51-8021,Stationary Engineers and Boiler Operators,,220.0,16.9,0.343,1.27,31.81,66170.0,3.2,21.64,27.49,31.61,35.76,42.67,45000.0,57180.0,65750.0,74380.0,88750.0,,
11,DC,District of Columbia,51-8031,Water and Wastewater Treatment Plant and System Operators,,400.0,7.5,0.623,0.73,27.43,57050.0,3.8,23.2,24.67,26.97,30.04,33.95,48270.0,51310.0,56100.0,62480.0,70610.0,,
11,DC,District of Columbia,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",,120.0,8.7,0.185,0.05,24.3,50540.0,4.9,17.81,21.52,25.39,25.4,28.19,37050.0,44770.0,52820.0,52830.0,58640.0,,
11,DC,District of Columbia,51-9081,Dental Laboratory Technicians,,**,**,**,**,26.83,55810.0,4.9,18.83,23.23,27.22,30.45,34.62,39170.0,48310.0,56620.0,63330.0,72010.0,,
11,DC,District of Columbia,51-9151,Photographic Process Workers and Processing Machine Operators,,160.0,37.3,0.252,0.64,11.52,23970.0,6.7,8.75,9.23,10.67,12.94,14.73,18190.0,19200.0,22190.0,26920.0,30630.0,,
11,DC,District of Columbia,51-9198,Helpers--Production Workers,,130.0,23.9,0.2,0.06,12.45,25900.0,6.1,8.73,9.28,11.16,15.52,18.03,18150.0,19310.0,23200.0,32280.0,37500.0,,
11,DC,District of Columbia,51-9399,"Production Workers, All Other*",,**,**,**,**,22.9,47630.0,13.2,10.11,11.76,21.49,29.13,38.87,21030.0,24460.0,44690.0,60580.0,80840.0,,
11,DC,District of Columbia,53-0000,Transportation and Material Moving Occupations,major,13320.0,4.1,20.66,0.31,19.68,40940.0,7.1,9.25,12.13,17.4,22.98,30.82,19230.0,25240.0,36200.0,47790.0,64110.0,,
11,DC,District of Columbia,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,280.0,15.2,0.431,0.33,25.54,53120.0,3.1,16.05,21.63,25.99,30.68,34.71,33380.0,45000.0,54060.0,63820.0,72200.0,,
11,DC,District of Columbia,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,540.0,11.4,0.841,0.54,31.42,65350.0,8.1,15.81,23.37,29.94,35.05,45.44,32880.0,48610.0,62270.0,72910.0,94520.0,,
11,DC,District of Columbia,53-2021,Air Traffic Controllers,,250.0,28.6,0.393,2.14,66.61,138560.0,3.9,48.79,58.19,67.47,79.56,82.39,101470.0,121040.0,140330.0,165480.0,171380.0,,
11,DC,District of Columbia,53-3021,"Bus Drivers, Transit and Intercity",,260.0,31.2,0.398,0.29,17.73,36890.0,6.8,11.96,15.15,18.62,20.97,22.38,24870.0,31510.0,38720.0,43610.0,46550.0,,
11,DC,District of Columbia,53-3022,"Bus Drivers, School or Special Client",,190.0,18.9,0.3,0.08,15.17,31550.0,4.4,9.16,12.24,15.59,17.49,19.84,19060.0,25450.0,32420.0,36370.0,41270.0,,
11,DC,District of Columbia,53-3031,Driver/Sales Workers,,340.0,14.0,0.524,0.17,16.94,35230.0,4.5,11.13,13.55,16.79,20.15,22.82,23140.0,28190.0,34930.0,41910.0,47470.0,,
11,DC,District of Columbia,53-3032,Heavy and Tractor-Trailer Truck Drivers,,580.0,21.5,0.902,0.08,21.77,45290.0,4.7,15.21,17.26,22.3,26.66,28.42,31640.0,35900.0,46380.0,55460.0,59100.0,,
11,DC,District of Columbia,53-3033,Light Truck or Delivery Services Drivers,,860.0,12.7,1.332,0.22,16.83,35000.0,4.7,10.54,12.71,16.21,20.25,25.69,21920.0,26430.0,33710.0,42130.0,53430.0,,
11,DC,District of Columbia,53-3041,Taxi Drivers and Chauffeurs,,1240.0,28.3,1.922,1.48,16.87,35090.0,8.4,9.59,12.92,16.59,18.69,22.82,19940.0,26870.0,34510.0,38880.0,47470.0,,
11,DC,District of Columbia,53-3099,"Motor Vehicle Operators, All Other",,670.0,1.6,1.046,2.18,22.52,46850.0,2.9,17.96,20.76,22.8,24.75,26.3,37350.0,43190.0,47420.0,51490.0,54700.0,,
11,DC,District of Columbia,53-6021,Parking Lot Attendants,,2320.0,4.7,3.592,3.65,11.43,23780.0,4.5,8.71,9.13,10.62,13.17,15.19,18110.0,18990.0,22090.0,27390.0,31590.0,,
11,DC,District of Columbia,53-6031,Automotive and Watercraft Service Attendants,,**,**,**,**,10.11,21030.0,2.9,8.53,8.77,9.17,10.49,12.94,17750.0,18240.0,19060.0,21810.0,26910.0,,
11,DC,District of Columbia,53-6041,Traffic Technicians,,100.0,36.5,0.154,3.14,22.32,46430.0,3.7,18.15,18.16,22.62,24.72,26.78,37750.0,37770.0,47050.0,51420.0,55690.0,,
11,DC,District of Columbia,53-6051,Transportation Inspectors,,320.0,5.6,0.503,2.6,47.7,99210.0,10.6,24.31,28.03,51.8,62.05,68.14,50570.0,58310.0,107750.0,129070.0,141730.0,,
11,DC,District of Columbia,53-6061,"Transportation Attendants, Except Flight Attendants",,140.0,3.1,0.209,0.99,20.54,42730.0,4.4,15.5,19.27,21.09,22.91,26.02,32240.0,40090.0,43870.0,47660.0,54120.0,,
11,DC,District of Columbia,53-6099,"Transportation Workers, All Other",,490.0,2.5,0.76,3.23,18.55,38580.0,3.8,13.46,15.12,17.01,20.93,25.39,28010.0,31440.0,35390.0,43540.0,52820.0,,
11,DC,District of Columbia,53-7021,Crane and Tower Operators,,30.0,39.4,0.051,0.16,23.88,49670.0,7.6,19.04,21.2,25.02,27.57,29.16,39600.0,44090.0,52040.0,57350.0,60650.0,,
11,DC,District of Columbia,53-7032,Excavating and Loading Machine and Dragline Operators,,**,**,**,**,19.39,40320.0,18.0,10.38,12.81,19.17,25.71,28.11,21590.0,26650.0,39880.0,53480.0,58460.0,,
11,DC,District of Columbia,53-7051,Industrial Truck and Tractor Operators,,160.0,33.4,0.247,0.06,19.02,39560.0,7.7,10.87,14.42,20.31,24.44,24.45,22610.0,30000.0,42250.0,50840.0,50850.0,,
11,DC,District of Columbia,53-7061,Cleaners of Vehicles and Equipment,,490.0,4.2,0.753,0.33,17.11,35590.0,8.7,8.97,11.39,19.38,21.45,22.69,18650.0,23690.0,40300.0,44610.0,47190.0,,
11,DC,District of Columbia,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",,1560.0,12.8,2.414,0.15,15.59,32420.0,3.4,9.74,11.41,15.1,18.88,22.45,20250.0,23730.0,31400.0,39280.0,46700.0,,
11,DC,District of Columbia,53-7064,"Packers and Packagers, Hand",,410.0,22.9,0.634,0.12,11.68,24290.0,10.3,8.58,8.87,9.39,14.14,17.86,17840.0,18450.0,19540.0,29420.0,37140.0,,
11,DC,District of Columbia,53-7081,Refuse and Recyclable Material Collectors,,660.0,10.7,1.026,1.07,17.87,37160.0,6.7,12.06,14.89,17.79,20.76,25.03,25090.0,30980.0,37010.0,43190.0,52060.0,,
