AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,O_GROUP,LOC_QUOTIENT,PCT_TOTAL,PRIM_STATE,PCT_RPT
11,NA,District of Columbia,49-2098,Security and Fire Alarm Systems Installers,NA,100,29,0.142,NA,33.49,69670,9.2,17.68,25.79,31.24,44.01,49.71,36770,53640,64980,91550,103400,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.29,NA,DC,NA
11,NA,District of Columbia,49-3021,Automotive Body and Related Repairers,NA,40,49.9,0.064,NA,23.61,49120,5.1,15.04,17.3,21.78,29.87,35.6,31280,35980,45290,62130,74040,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.07,NA,DC,NA
11,NA,District of Columbia,49-3023,Automotive Service Technicians and Mechanics,NA,460,31.5,0.674,NA,31.08,64640,3.5,16.3,19.07,31.45,36.78,54.78,33890,39670,65420,76500,113940,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.15,NA,DC,NA
11,NA,District of Columbia,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,NA,60,26.4,0.082,NA,28.63,59540,8.4,17.39,19.83,28.11,36.51,40.33,36170,41250,58480,75940,83880,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.05,NA,DC,NA
11,NA,District of Columbia,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",NA,90,12.3,0.135,NA,31.49,65500,2.2,25.24,27.89,31.25,36,38.98,52500,58020,65000,74880,81070,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.13,NA,DC,NA
11,NA,District of Columbia,49-3091,Bicycle Repairers,NA,90,39.1,0.126,NA,17.24,35860,3.6,14.3,15.48,17.22,18.89,19.95,29740,32190,35820,39300,41490,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.56,NA,DC,NA
11,NA,District of Columbia,49-3093,Tire Repairers and Changers,NA,**,**,**,NA,16.15,33590,5.7,14.29,14.3,14.66,15.71,20.48,29730,29740,30500,32680,42600,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",NA,**,**,**,NA,40.15,83510,5.4,32.81,35.49,39.93,45.13,49.94,68240,73820,83060,93880,103880,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",NA,290,14.9,0.426,NA,35.32,73460,2.4,25.78,30.47,34.8,39.95,46.31,53630,63380,72380,83100,96330,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.17,NA,DC,NA
11,NA,District of Columbia,49-9041,Industrial Machinery Mechanics,NA,230,20.5,0.328,NA,33.46,69590,5.8,17.94,31.97,35.33,38.8,41.19,37310,66500,73500,80690,85680,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.12,NA,DC,NA
11,NA,District of Columbia,49-9043,"Maintenance Workers, Machinery",NA,40,23.7,0.052,NA,29.64,61640,5.2,19.27,23.2,28.97,36.25,41.15,40080,48250,60260,75400,85600,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.11,NA,DC,NA
11,NA,District of Columbia,49-9051,Electrical Power-Line Installers and Repairers,NA,210,35.5,0.312,NA,27.14,56440,2.7,16.97,19.42,25.6,34.27,39.37,35290,40390,53250,71270,81880,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.38,NA,DC,NA
11,NA,District of Columbia,49-9052,Telecommunications Line Installers and Repairers,NA,440,23.2,0.637,NA,36.77,76490,7.1,21.17,30.04,38.79,45.46,49.39,44040,62480,80670,94550,102720,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.72,NA,DC,NA
11,NA,District of Columbia,49-9062,Medical Equipment Repairers,NA,40,6.6,0.058,NA,29.23,60790,3.1,18.17,21.23,25.71,35.45,47.99,37790,44150,53480,73740,99820,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.17,NA,DC,NA
11,NA,District of Columbia,49-9071,"Maintenance and Repair Workers, General",NA,4390,7.7,6.389,NA,25.23,52470,1.8,14.74,18.2,23.73,30.58,37.7,30670,37860,49360,63620,78420,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.65,NA,DC,NA
11,NA,District of Columbia,49-9094,Locksmiths and Safe Repairers,NA,50,6.2,0.066,NA,30.89,64250,6,22.53,28.34,32.32,34.96,37.47,46860,58940,67230,72720,77940,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.57,NA,DC,NA
11,NA,District of Columbia,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",NA,420,24.3,0.616,NA,22.66,47130,7.4,14.29,15.33,19.76,28.72,36.81,29730,31890,41100,59730,76560,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.94,NA,DC,NA
11,NA,District of Columbia,49-9099,"Installation, Maintenance, and Repair Workers, All Other",NA,80,24.5,0.122,NA,25.81,53680,4.5,15.08,18.46,26,30.64,36.04,31370,38400,54080,63730,74960,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.11,NA,DC,NA
11,NA,District of Columbia,51-0000,Production Occupations,NA,5200,11,7.562,NA,28.17,58600,8.2,14.59,15.86,24.38,38.42,47.25,30350,32990,50710,79910,98290,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,major,0.12,NA,DC,NA
11,NA,District of Columbia,51-1011,First-Line Supervisors of Production and Operating Workers,NA,280,28,0.404,NA,41.56,86440,5.3,22.36,30.05,42.76,49.43,62.78,46500,62500,88930,102820,130580,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.09,NA,DC,NA
11,NA,District of Columbia,51-2090,Miscellaneous Assemblers and Fabricators,NA,**,**,**,NA,18.53,38550,8.6,14.27,14.41,15.15,23.5,28.87,29690,29980,31520,48870,60040,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-3011,Bakers,NA,620,11.1,0.909,NA,18.23,37930,3,14.56,15.17,16.98,19.72,24.42,30290,31550,35320,41020,50790,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.75,NA,DC,NA
11,NA,District of Columbia,51-3021,Butchers and Meat Cutters,NA,190,12.1,0.276,NA,22.82,47470,4,15.34,17.09,21.76,28.21,32.88,31910,35540,45270,58680,68400,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.27,NA,DC,NA
11,NA,District of Columbia,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",NA,**,**,**,NA,16.9,35160,4.3,14.51,14.95,15.74,18.23,19.79,30170,31100,32740,37920,41150,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-3092,Food Batchmakers,NA,**,**,**,NA,16.19,33680,2.9,14.27,14.28,15.02,17.51,20.17,29680,29690,31250,36420,41960,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-4041,Machinists,NA,80,14.4,0.122,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.05,NA,DC,NA
11,NA,District of Columbia,51-4121,"Welders, Cutters, Solderers, and Brazers",NA,130,29.6,0.188,NA,30.9,64270,4.9,20.4,27.36,31.19,36.03,39.63,42440,56920,64870,74950,82430,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.07,NA,DC,NA
11,NA,District of Columbia,51-5111,Prepress Technicians and Workers,NA,220,7,0.325,NA,42.91,89260,5.2,41.33,41.33,41.34,44.03,48.54,85970,85970,85980,91590,100970,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.61,NA,DC,NA
11,NA,District of Columbia,51-5112,Printing Press Operators,NA,440,11.3,0.635,NA,43.48,90440,5.2,24.4,29.28,47.55,54.09,60.76,50760,60910,98900,112510,126390,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.55,NA,DC,NA
11,NA,District of Columbia,51-6011,Laundry and Dry-Cleaning Workers,NA,580,5.3,0.849,NA,17.64,36680,3.6,14.28,14.65,15.33,21.46,24.06,29700,30480,31890,44630,50050,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.66,NA,DC,NA
11,NA,District of Columbia,51-6052,"Tailors, Dressmakers, and Custom Sewers",NA,**,**,**,NA,23.26,48370,7,14.27,18.68,23.89,28.62,31.03,29670,38860,49680,59540,64540,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-8021,Stationary Engineers and Boiler Operators,NA,600,16.6,0.87,NA,37.5,77990,2.7,21.41,32.02,38.02,44.28,51.18,44540,66590,79090,92100,106440,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,4.1,NA,DC,NA
11,NA,District of Columbia,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",NA,**,**,**,NA,18.65,38780,12.9,14.61,15.09,18.11,22.03,24.17,30380,31400,37670,45830,50280,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",NA,70,18.6,0.108,NA,31.12,64740,3.1,26.43,29.21,29.75,32.86,39.05,54980,60750,61880,68350,81230,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.03,NA,DC,NA
11,NA,District of Columbia,51-9111,Packaging and Filling Machine Operators and Tenders,NA,**,**,**,NA,17.1,35560,4.3,14.28,14.95,16.57,18.43,19.55,29700,31100,34460,38320,40670,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-9151,Photographic Process Workers and Processing Machine Operators,NA,**,**,**,NA,18.35,38160,4.4,15.06,16.11,17.85,20.05,23.15,31330,33500,37130,41710,48140,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,51-9198,Helpers--Production Workers,NA,**,**,**,NA,15.11,31430,3.6,14.26,14.27,14.28,14.69,17.22,29670,29680,29690,30550,35810,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,53-0000,Transportation and Material Moving Occupations,NA,14480,3.6,21.078,NA,23.99,49900,4.4,14.53,15.37,19.7,27.36,33.87,30230,31960,40970,56920,70450,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,major,0.24,NA,DC,NA
11,NA,District of Columbia,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",NA,590,11.9,0.864,NA,32.62,67840,4.7,15.06,19.26,31.04,39.16,49.96,31330,40060,64560,81460,103910,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.25,NA,DC,NA
11,NA,District of Columbia,53-2021,Air Traffic Controllers,NA,500,2.3,0.726,NA,40.29,83810,3.5,12.25,12.25,12.26,76.96,92.94,25480,25490,25500,160090,193320,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,4.55,NA,DC,NA
11,NA,District of Columbia,53-3031,Driver/Sales Workers,NA,870,27.6,1.265,NA,17.28,35950,3.7,14.56,14.98,15.71,18.69,22.53,30280,31170,32680,38870,46860,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.42,NA,DC,NA
11,NA,District of Columbia,53-3032,Heavy and Tractor-Trailer Truck Drivers,NA,730,16,1.056,NA,26.61,55360,2.5,18.86,21.91,25.7,29.83,32.05,39230,45570,53450,62040,66670,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.08,NA,DC,NA
11,NA,District of Columbia,53-3033,Light Truck Drivers,NA,890,20,1.301,NA,20.58,42810,2.7,15.01,16.52,19.28,24.22,29.52,31230,34370,40100,50370,61400,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.19,NA,DC,NA
11,NA,District of Columbia,53-3052,"Bus Drivers, Transit and Intercity",NA,360,19.6,0.524,NA,20.02,41640,5.7,14.71,15.67,19.47,23.61,26.49,30600,32600,40490,49120,55100,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.45,NA,DC,NA
11,NA,District of Columbia,53-3058,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",NA,650,13.3,0.952,NA,20.06,41730,3.6,14.55,16.2,18.33,22.27,29.64,30270,33700,38130,46310,61640,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.22,NA,DC,NA
11,NA,District of Columbia,53-3099,"Motor Vehicle Operators, All Other",NA,1130,1.1,1.649,NA,28.62,59530,3.8,22.21,26.35,29.62,31.59,32.61,46190,54810,61600,65710,67830,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,4.46,NA,DC,NA
11,NA,District of Columbia,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",NA,40,18.9,0.055,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.53,NA,DC,NA
11,NA,District of Columbia,53-6021,Parking Attendants,NA,1610,11.6,2.342,NA,15.24,31700,1.5,14.29,14.54,14.99,15.45,15.74,29720,30250,31190,32130,32730,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.63,NA,DC,NA
11,NA,District of Columbia,53-6031,Automotive and Watercraft Service Attendants,NA,30,10.8,0.048,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.06,NA,DC,NA
11,NA,District of Columbia,53-6051,Transportation Inspectors,NA,260,16.2,0.382,NA,53.3,110870,12.7,26.73,31.79,58.33,71.94,78.37,55600,66120,121320,149630,163000,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.94,NA,DC,NA
11,NA,District of Columbia,53-6061,Passenger Attendants,NA,740,3.2,1.08,NA,23.16,48180,5.2,18.64,22.37,23.62,24.52,25.54,38760,46530,49120,51000,53120,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,6.53,NA,DC,NA
11,NA,District of Columbia,53-6098,"Aircraft Service Attendants and Transportation Workers, All Other",NA,400,2.8,0.581,NA,23.14,48140,2.6,15.28,17.55,19.66,26.98,34.67,31780,36510,40890,56120,72100,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.42,NA,DC,NA
11,NA,District of Columbia,53-7021,Crane and Tower Operators,NA,30,27.6,0.045,NA,38.58,80250,5.7,24.07,31.12,38.59,47.6,52.56,50060,64740,80270,99020,109320,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.14,NA,DC,NA
11,NA,District of Columbia,53-7051,Industrial Truck and Tractor Operators,NA,**,**,**,NA,26.98,56110,3.7,18.26,26.75,28.17,29.94,32.05,37980,55650,58600,62280,66670,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,53-7061,Cleaners of Vehicles and Equipment,NA,280,9.4,0.413,NA,18.96,39450,8.4,14.28,14.68,19.01,23.12,24.92,29690,30520,39540,48090,51830,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.17,NA,DC,NA
11,NA,District of Columbia,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",NA,1320,14.9,1.922,NA,21.55,44820,3.4,14.35,15.45,20.28,25.49,31.76,29850,32130,42180,53020,66060,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.1,NA,DC,NA
11,NA,District of Columbia,53-7065,Stockers and Order Fillers,NA,2540,8.9,3.696,NA,19.04,39600,3.8,14.55,15.1,16.83,20.1,25.26,30260,31400,35000,41810,52550,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.23,NA,DC,NA
11,NA,District of Columbia,53-7081,Refuse and Recyclable Material Collectors,NA,550,6.5,0.799,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.92,NA,DC,NA
11,NA,District of Columbia,53-7199,"Material Moving Workers, All Other",NA,**,**,**,NA,26.24,54590,3.8,21.09,23.32,26.51,29.4,30.87,43870,48500,55140,61160,64210,NA,NA,2020,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,00-0000,All Occupations,NA,661960,0,1000,NA,47.29,98370,0.4,17.31,23.49,38.44,62.06,82.93,36010,48860,79960,129080,172490,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,total,1,NA,DC,NA
11,NA,District of Columbia,11-0000,Management Occupations,NA,96600,1.3,145.931,NA,75.25,156530,0.7,38.69,58.9,72.65,82.93,#,80480,122510,151110,172490,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,major,2.31,NA,DC,NA
11,NA,District of Columbia,11-1011,Chief Executives,NA,1700,8.9,2.566,NA,139.69,290560,4.4,62,88.02,#,#,#,128960,183080,#,#,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.8,NA,DC,NA
11,NA,District of Columbia,11-1021,General and Operations Managers,NA,29570,2.8,44.671,NA,75.01,156010,0.9,37.94,57.43,73.91,82.93,#,78910,119450,153730,172490,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.11,NA,DC,NA
11,NA,District of Columbia,11-2011,Advertising and Promotions Managers,NA,60,23.7,0.097,NA,56.9,118360,3.1,36.2,42.31,49.68,72.74,91.78,75290,88000,103330,151300,190890,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.61,NA,DC,NA
11,NA,District of Columbia,11-2021,Marketing Managers,NA,2690,9.5,4.059,NA,80.06,166530,1.8,48.08,61.06,78.2,99.47,#,100010,127000,162660,206890,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.05,NA,DC,NA
11,NA,District of Columbia,11-2022,Sales Managers,NA,**,**,**,NA,67.59,140600,3.1,37.81,48.24,62.39,78.75,#,78650,100340,129770,163800,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,**,NA,DC,NA
11,NA,District of Columbia,11-2032,Public Relations Managers,NA,5900,7.4,8.915,NA,89.84,186860,3,48.24,61.4,78.9,#,#,100330,127710,164120,#,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,20.99,NA,DC,NA
11,NA,District of Columbia,11-2033,Fundraising Managers,NA,670,19.8,1.014,NA,72.64,151100,3.2,47.23,60.43,72.54,77.77,#,98240,125690,150890,161770,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,6.16,NA,DC,NA
11,NA,District of Columbia,11-3012,Administrative Services Managers,NA,770,5.6,1.163,NA,60.9,126660,2,36.61,43.32,56.49,76.57,82.93,76150,90110,117500,159270,172490,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.73,NA,DC,NA
11,NA,District of Columbia,11-3013,Facilities Managers,NA,690,12.6,1.043,NA,58.04,120720,4.1,35.91,45.48,60.43,77.38,79.53,74700,94600,125690,160950,165420,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.45,NA,DC,NA
11,NA,District of Columbia,11-3021,Computer and Information Systems Managers,NA,5060,5,7.649,NA,84.62,176000,1.5,61.41,76.22,80.84,93.72,#,127740,158540,168150,194940,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.22,NA,DC,NA
11,NA,District of Columbia,11-3031,Financial Managers,NA,7820,3.2,11.813,NA,83.76,174220,1.1,58.15,64.79,78.53,99.3,#,120950,134760,163340,206540,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.44,NA,DC,NA
11,NA,District of Columbia,11-3051,Industrial Production Managers,NA,40,12.7,0.058,NA,59.52,123790,5.2,36.2,39.28,56.27,75.44,99.49,75290,81700,117050,156920,206950,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.04,NA,DC,NA
11,NA,District of Columbia,11-3061,Purchasing Managers,NA,1660,0.5,2.506,NA,72.55,150900,0.2,60.87,65.72,71.6,78.82,82.93,126610,136700,148930,163950,172490,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,5.09,NA,DC,NA
11,NA,District of Columbia,11-3071,"Transportation, Storage, and Distribution Managers",NA,580,5,0.873,NA,67.67,140760,1.1,40.47,49.57,69.29,80.84,95.81,84180,103110,144120,168150,199280,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.85,NA,DC,NA
11,NA,District of Columbia,11-3111,Compensation and Benefits Managers,NA,130,7.8,0.202,NA,69.65,144860,2.6,49.57,60.69,63.05,78.24,99.27,103110,126230,131150,162740,206490,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.85,NA,DC,NA
11,NA,District of Columbia,11-3121,Human Resources Managers,NA,1990,5,3.006,NA,78.27,162810,1.6,48.2,61.38,77.9,88.31,#,100250,127660,162040,183680,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.54,NA,DC,NA
11,NA,District of Columbia,11-3131,Training and Development Managers,NA,120,9.8,0.18,NA,68.33,142120,5.9,45.74,49.68,63.28,79.44,99.3,95140,103340,131620,165240,206540,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.71,NA,DC,NA
11,NA,District of Columbia,11-9021,Construction Managers,NA,1420,17.2,2.142,NA,55.11,114630,3.1,36.96,38.46,47.91,61.24,79.16,76880,80000,99640,127370,164650,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.06,NA,DC,NA
11,NA,District of Columbia,11-9031,"Education and Childcare Administrators, Preschool and Daycare",NA,290,19.4,0.438,NA,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.09,NA,DC,NA
11,NA,District of Columbia,11-9032,"Education Administrators, Kindergarten through Secondary",NA,1300,8.7,1.959,NA,*,120610,2,*,*,*,*,*,77740,98630,125430,136290,165360,TRUE,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1,NA,DC,NA
11,NA,District of Columbia,11-9033,"Education Administrators, Postsecondary",NA,1350,3.5,2.044,NA,56.97,118500,1,28.92,36.82,47.09,61.24,#,60160,76580,97940,127370,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.85,NA,DC,NA
11,NA,District of Columbia,11-9039,"Education Administrators, All Other",NA,1060,13.8,1.597,NA,53.05,110350,6.4,23,35.76,56.49,65.72,77.54,47840,74380,117500,136700,161290,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,4.5,NA,DC,NA
11,NA,District of Columbia,11-9041,Architectural and Engineering Managers,NA,1290,4.6,1.956,NA,76.01,158100,1.6,62.67,68.72,76.57,82.93,91.32,130360,142940,159270,172490,189950,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.47,NA,DC,NA
11,NA,District of Columbia,11-9051,Food Service Managers,NA,1130,24.4,1.702,NA,37.81,78630,9,23.5,28.65,36.6,47.09,59.67,48870,59580,76130,97950,124120,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.14,NA,DC,NA
11,NA,District of Columbia,11-9081,Lodging Managers,NA,220,14.8,0.334,NA,52.61,109430,9.3,22.79,28.78,47.49,61.22,98.97,47410,59860,98780,127330,205870,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.31,NA,DC,NA
11,NA,District of Columbia,11-9111,Medical and Health Services Managers,NA,1670,3.9,2.524,NA,72.78,151370,2.4,37.42,49.38,64.25,82.93,#,77840,102720,133640,172490,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.81,NA,DC,NA
11,NA,District of Columbia,11-9121,Natural Sciences Managers,NA,1570,21.2,2.374,NA,79.73,165840,13,37.7,58.9,76.22,95.81,#,78410,122510,158540,199280,#,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,4.47,NA,DC,NA
11,NA,District of Columbia,11-9141,"Property, Real Estate, and Community Association Managers",NA,2020,15.2,3.049,NA,38.16,79370,8.6,17.86,22.64,30.04,47.66,62.38,37150,47080,62470,99130,129750,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.83,NA,DC,NA
11,NA,District of Columbia,11-9151,Social and Community Service Managers,NA,500,13.8,0.748,NA,50.8,105660,2.7,28.86,36.79,47.39,62.37,71.71,60020,76530,98580,129730,149150,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.67,NA,DC,NA
11,NA,District of Columbia,11-9161,Emergency Management Directors,NA,230,1.4,0.348,NA,60.9,126670,0.5,30.35,38.56,69.29,80.84,82.93,63130,80200,144120,168150,172490,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,4.75,NA,DC,NA
11,NA,District of Columbia,11-9199,"Managers, All Other",NA,21710,1.8,32.804,NA,73.89,153690,0.7,53.17,62.83,72.54,81.16,95.27,110590,130690,150890,168810,198160,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,9.28,NA,DC,NA
11,NA,District of Columbia,13-0000,Business and Financial Operations Occupations,NA,114670,1.6,173.228,NA,50.15,104310,0.6,29.08,37.13,48.38,61.23,77.55,60490,77240,100620,127360,161290,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,major,2.7,NA,DC,NA
11,NA,District of Columbia,13-1020,Buyers and Purchasing Agents,NA,2550,2.9,3.847,NA,50.5,105030,1.5,28.9,41.02,50.3,58.95,71.28,60110,85320,104620,122620,148260,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,1.23,NA,DC,NA
11,NA,District of Columbia,13-1031,"Claims Adjusters, Examiners, and Investigators",NA,470,12.4,0.704,NA,39.97,83130,4,22.4,25.2,37.7,51.51,61.28,46600,52420,78420,107140,127460,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.36,NA,DC,NA
11,NA,District of Columbia,13-1041,Compliance Officers,NA,4440,6.6,6.707,NA,47.47,98740,2.2,29.13,36.76,46.43,54.83,63.97,60590,76450,96570,114050,133060,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,2.83,NA,DC,NA
11,NA,District of Columbia,13-1051,Cost Estimators,NA,360,21.7,0.548,NA,45.99,95670,9.5,29.74,30.41,38.38,62.61,63.33,61850,63260,79830,130230,131730,NA,NA,2021,NA,2,0,Cross-industry,cross-industry,1235,detailed,0.37,NA,DC,NA
