AREA,ST,STATE,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC.QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
11,DC,District of Columbia,43-6011,Executive Secretaries and Executive Administrative Assistants,,12320.0,4.5,19.273,2.164,24.23,50400.0,1.2,15.69,18.8,23.41,28.7,34.62,32640.0,39110.0,48700.0,59690.0,72020.0,,
11,DC,District of Columbia,43-6012,Legal Secretaries,,5660.0,6.0,8.857,4.922,29.21,60750.0,2.3,18.36,23.51,29.55,35.23,41.13,38180.0,48900.0,61470.0,73280.0,85560.0,,
11,DC,District of Columbia,43-6013,Medical Secretaries,,1110.0,16.6,1.739,0.447,19.6,40770.0,4.4,12.7,15.34,18.35,22.85,27.61,26420.0,31910.0,38180.0,47530.0,57420.0,,
11,DC,District of Columbia,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",,9000.0,4.9,14.077,0.972,23.19,48240.0,3.3,15.85,18.68,22.99,27.25,31.44,32970.0,38860.0,47820.0,56680.0,65390.0,,
11,DC,District of Columbia,43-9011,Computer Operators,,400.0,19.8,0.628,0.969,26.41,54930.0,6.0,16.9,20.2,25.59,32.3,37.92,35150.0,42020.0,53230.0,67190.0,78880.0,,
11,DC,District of Columbia,43-9021,Data Entry Keyers,,920.0,32.5,1.438,0.833,18.75,39000.0,2.8,13.05,14.75,18.56,22.02,26.38,27140.0,30690.0,38610.0,45790.0,54870.0,,
11,DC,District of Columbia,43-9022,Word Processors and Typists,,1870.0,2.6,2.926,3.666,16.39,34080.0,3.3,11.96,13.05,14.65,17.08,22.62,24870.0,27140.0,30470.0,35530.0,47060.0,,
11,DC,District of Columbia,43-9031,Desktop Publishers,,100.0,37.0,0.162,1.026,24.89,51770.0,12.1,15.39,16.63,20.07,29.1,42.35,32000.0,34600.0,41750.0,60530.0,88080.0,,
11,DC,District of Columbia,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",,1010.0,8.1,1.573,1.667,18.76,39030.0,2.9,13.05,15.8,18.87,21.54,24.04,27150.0,32860.0,39250.0,44810.0,50010.0,,
11,DC,District of Columbia,43-9061,"Office Clerks, General",,10830.0,6.6,16.945,0.772,17.61,36620.0,1.8,9.9,13.06,17.12,21.04,25.47,20600.0,27160.0,35610.0,43760.0,52980.0,,
11,DC,District of Columbia,43-9071,"Office Machine Operators, Except Computer",,490.0,14.9,0.768,1.466,16.25,33790.0,2.6,11.37,13.33,16.09,19.03,21.51,23640.0,27730.0,33460.0,39590.0,44740.0,,
11,DC,District of Columbia,43-9081,Proofreaders and Copy Markers,,330.0,14.7,0.508,5.057,18.11,37670.0,3.6,12.85,16.4,18.07,19.74,22.82,26740.0,34110.0,37590.0,41060.0,47470.0,,
11,DC,District of Columbia,43-9111,Statistical Assistants,,90.0,19.9,0.133,1.091,24.22,50370.0,3.7,14.65,20.08,25.22,28.52,31.76,30470.0,41770.0,52450.0,59330.0,66070.0,,
11,DC,District of Columbia,43-9799,"Office and Administrative Support Workers, All Other*",,2170.0,5.4,3.396,1.705,20.56,42760.0,2.6,13.05,15.1,18.29,23.73,30.25,27140.0,31400.0,38040.0,49370.0,62930.0,,
11,DC,District of Columbia,47-0000,Construction and Extraction Occupations,major,9670.0,5.8,15.122,0.379,25.29,52600.0,2.6,13.05,17.64,24.37,31.84,39.17,27140.0,36690.0,50680.0,66220.0,81470.0,,
11,DC,District of Columbia,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,,780.0,10.0,1.219,0.327,34.49,71730.0,3.3,22.54,26.31,33.59,39.8,47.91,46870.0,54730.0,69860.0,82770.0,99660.0,,
11,DC,District of Columbia,47-2021,Brickmasons and Blockmasons,,150.0,21.5,0.234,0.434,22.98,47790.0,3.4,14.13,20.71,23.04,25.63,29.67,29390.0,43070.0,47930.0,53320.0,61710.0,,
11,DC,District of Columbia,47-2031,Carpenters,,970.0,10.7,1.515,0.31,24.41,50760.0,3.3,15.01,19.47,24.62,28.73,33.04,31210.0,40500.0,51200.0,59770.0,68720.0,,
11,DC,District of Columbia,47-2051,Cement Masons and Concrete Finishers,,450.0,8.9,0.699,0.63,20.62,42890.0,9.1,12.54,14.74,17.76,26.99,32.1,26080.0,30670.0,36940.0,56150.0,66760.0,,
11,DC,District of Columbia,47-2061,Construction Laborers,,1790.0,12.2,2.802,0.458,17.08,35530.0,3.5,9.59,13.07,16.63,20.2,23.84,19940.0,27190.0,34600.0,42020.0,49590.0,,
11,DC,District of Columbia,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",,130.0,18.7,0.196,0.481,25.34,52710.0,3.4,19.57,22.96,25.54,28.12,32.22,40700.0,47750.0,53120.0,58490.0,67020.0,,
11,DC,District of Columbia,47-2073,Operating Engineers and Other Construction Equipment Operators,,260.0,19.4,0.402,0.153,25.52,53080.0,2.1,19.9,22.95,25.74,28.12,30.81,41400.0,47740.0,53550.0,58480.0,64090.0,,
11,DC,District of Columbia,47-2111,Electricians,,1240.0,12.0,1.939,0.479,28.52,59320.0,2.4,18.6,23.45,29.28,33.93,37.82,38690.0,48770.0,60900.0,70580.0,78670.0,,
11,DC,District of Columbia,47-2141,"Painters, Construction and Maintenance",,460.0,13.0,0.721,0.483,23.07,47980.0,3.6,13.77,18.06,22.28,28.11,33.52,28640.0,37560.0,46340.0,58480.0,69720.0,,
11,DC,District of Columbia,47-2152,"Plumbers, Pipefitters, and Steamfitters",,980.0,8.5,1.535,0.544,29.01,60340.0,3.8,17.28,23.03,29.22,35.82,40.39,35950.0,47900.0,60780.0,74510.0,84010.0,,
11,DC,District of Columbia,47-2161,Plasterers and Stucco Masons,,**,**,**,**,22.07,45900.0,2.4,16.08,18.32,22.05,25.79,28.31,33450.0,38110.0,45850.0,53650.0,58880.0,,
11,DC,District of Columbia,47-2211,Sheet Metal Workers,,370.0,18.4,0.576,0.556,27.74,57690.0,3.9,19.84,23.74,26.73,34.0,38.82,41270.0,49370.0,55600.0,70710.0,80750.0,,
11,DC,District of Columbia,47-2221,Structural Iron and Steel Workers,,**,**,**,**,22.82,47460.0,3.1,15.92,18.94,21.32,26.07,31.45,33110.0,39400.0,44350.0,54230.0,65420.0,,
11,DC,District of Columbia,47-3012,Helpers--Carpenters,,90.0,46.8,0.144,0.39,13.67,28420.0,4.8,8.38,10.73,13.09,15.19,18.28,17430.0,22310.0,27220.0,31590.0,38010.0,,
11,DC,District of Columbia,47-3013,Helpers--Electricians,,140.0,21.0,0.215,0.377,14.98,31160.0,5.3,10.42,12.17,14.46,17.73,19.7,21670.0,25310.0,30070.0,36870.0,40970.0,,
11,DC,District of Columbia,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",,40.0,16.7,0.066,0.145,12.83,26700.0,4.9,8.88,10.54,12.11,15.01,17.9,18460.0,21930.0,25180.0,31220.0,37240.0,,
11,DC,District of Columbia,47-3019,"Helpers, Construction Trades, All Other",,80.0,47.0,0.125,0.812,13.41,27890.0,14.2,8.71,9.63,11.15,15.5,22.34,18120.0,20030.0,23200.0,32240.0,46470.0,,
11,DC,District of Columbia,47-4011,Construction and Building Inspectors,,**,**,**,**,39.23,81610.0,2.6,27.61,32.97,39.59,45.96,52.61,57430.0,68580.0,82350.0,95590.0,109430.0,,
11,DC,District of Columbia,47-4021,Elevator Installers and Repairers,,50.0,11.9,0.073,0.454,32.54,67690.0,9.3,21.06,23.73,32.76,39.96,43.68,43800.0,49360.0,68140.0,83120.0,90860.0,,
11,DC,District of Columbia,47-4041,Hazardous Materials Removal Workers,,**,**,**,**,17.2,35770.0,12.6,10.64,12.1,15.13,18.45,24.79,22120.0,25170.0,31460.0,38390.0,51570.0,,
11,DC,District of Columbia,47-4799,"Construction and Related Workers, All Other*",,90.0,38.5,0.138,0.416,19.88,41360.0,8.3,11.66,14.91,17.81,25.28,31.11,24250.0,31010.0,37040.0,52570.0,64700.0,,
11,DC,District of Columbia,49-0000,"Installation, Maintenance, and Repair Occupations",major,8920.0,5.2,13.949,0.36,24.36,50660.0,2.2,14.1,18.32,24.4,29.6,34.81,29320.0,38100.0,50760.0,61560.0,72410.0,,
11,DC,District of Columbia,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",,920.0,5.9,1.446,0.442,33.43,69540.0,1.6,23.94,29.65,33.85,38.38,43.46,49800.0,61660.0,70410.0,79830.0,90400.0,,
11,DC,District of Columbia,49-2011,"Computer, Automated Teller, and Office Machine Repairers",,310.0,41.2,0.477,0.55,22.06,45880.0,7.4,11.91,15.21,21.74,28.45,33.66,24770.0,31630.0,45220.0,59180.0,70020.0,,
11,DC,District of Columbia,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",,190.0,46.5,0.295,0.197,25.57,53180.0,5.1,18.53,20.53,25.08,30.96,34.26,38540.0,42710.0,52170.0,64400.0,71260.0,,
11,DC,District of Columbia,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",,180.0,13.7,0.277,0.521,35.79,74430.0,7.1,21.59,25.06,31.33,47.17,49.26,44910.0,52120.0,65180.0,98120.0,102460.0,,
11,DC,District of Columbia,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",,**,**,**,**,29.68,61740.0,3.7,22.58,26.69,29.85,32.3,36.35,46960.0,55510.0,62090.0,67180.0,75600.0,,
11,DC,District of Columbia,49-2098,Security and Fire Alarm Systems Installers,,40.0,18.9,0.055,0.122,24.53,51030.0,5.7,18.85,20.21,22.42,27.86,35.85,39210.0,42040.0,46640.0,57950.0,74570.0,,
11,DC,District of Columbia,49-3021,Automotive Body and Related Repairers,,110.0,39.1,0.171,0.168,19.83,41260.0,21.7,10.29,11.53,17.33,25.46,38.35,21390.0,23980.0,36050.0,52950.0,79770.0,,
11,DC,District of Columbia,49-3023,Automotive Service Technicians and Mechanics,,410.0,16.7,0.641,0.139,22.68,47180.0,3.8,10.17,17.0,24.2,29.05,32.02,21150.0,35360.0,50350.0,60430.0,66600.0,,
11,DC,District of Columbia,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,,80.0,6.2,0.131,0.075,23.62,49120.0,4.0,15.12,20.21,24.3,27.34,30.15,31450.0,42040.0,50550.0,56870.0,62710.0,,
11,DC,District of Columbia,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",,**,**,**,**,25.58,53200.0,2.9,20.22,23.38,25.81,28.26,31.99,42060.0,48630.0,53680.0,58780.0,66540.0,,
11,DC,District of Columbia,49-3091,Bicycle Repairers,,**,**,**,**,10.72,22290.0,3.8,8.7,9.28,10.56,11.73,13.45,18110.0,19300.0,21960.0,24410.0,27980.0,,
11,DC,District of Columbia,49-3093,Tire Repairers and Changers,,40.0,40.0,0.061,0.082,11.61,24140.0,4.3,8.96,10.07,11.23,12.57,14.31,18630.0,20940.0,23350.0,26140.0,29770.0,,
11,DC,District of Columbia,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",,130.0,0.0,0.208,0.609,28.81,59920.0,5.7,26.11,27.17,28.94,30.69,31.74,54300.0,56520.0,60200.0,63840.0,66020.0,,
11,DC,District of Columbia,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,280.0,11.1,0.443,0.251,27.75,57720.0,2.5,21.31,25.49,28.37,31.17,34.1,44330.0,53020.0,59000.0,64840.0,70930.0,,
11,DC,District of Columbia,49-9041,Industrial Machinery Mechanics,,140.0,17.6,0.226,0.104,28.46,59200.0,6.1,12.22,26.27,29.67,32.64,39.2,25420.0,54640.0,61700.0,67890.0,81530.0,,
11,DC,District of Columbia,49-9043,"Maintenance Workers, Machinery",,130.0,18.4,0.206,0.377,22.26,46300.0,5.1,10.67,14.14,22.07,29.48,34.91,22190.0,29400.0,45910.0,61310.0,72620.0,,
11,DC,District of Columbia,49-9052,Telecommunications Line Installers and Repairers,,470.0,17.5,0.734,0.597,26.68,55490.0,5.2,14.74,24.79,28.63,31.57,34.04,30650.0,51560.0,59550.0,65660.0,70800.0,,
11,DC,District of Columbia,49-9062,Medical Equipment Repairers,,50.0,46.0,0.081,0.312,23.29,48440.0,15.0,11.83,15.84,22.64,27.89,38.41,24600.0,32940.0,47080.0,58010.0,79900.0,,
11,DC,District of Columbia,49-9071,"Maintenance and Repair Workers, General",,3740.0,9.0,5.845,0.61,21.39,44490.0,1.7,14.46,17.2,20.51,25.62,29.67,30070.0,35770.0,42650.0,53290.0,61710.0,,
11,DC,District of Columbia,49-9094,Locksmiths and Safe Repairers,,70.0,5.9,0.107,0.858,25.63,53300.0,4.6,19.49,23.23,25.53,28.49,31.38,40530.0,48310.0,53100.0,59250.0,65270.0,,
11,DC,District of Columbia,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,260.0,9.9,0.405,0.418,17.15,35680.0,3.8,11.5,14.01,16.85,20.35,22.89,23910.0,29130.0,35040.0,42330.0,47610.0,,
11,DC,District of Columbia,49-9799,"Installation, Maintenance, and Repair Workers, All Other*",,110.0,10.7,0.172,0.184,27.16,56490.0,5.2,19.56,22.96,26.48,29.36,39.54,40690.0,47760.0,55080.0,61060.0,82250.0,,
11,DC,District of Columbia,51-0000,Production Occupations,major,5800.0,5.1,9.074,0.14,22.44,46680.0,10.3,9.22,12.87,20.88,30.14,38.34,19180.0,26780.0,43440.0,62680.0,79740.0,,
11,DC,District of Columbia,51-1011,First-Line Supervisors of Production and Operating Workers,,440.0,14.1,0.694,0.159,29.61,61590.0,4.3,16.64,21.92,30.0,37.42,41.84,34610.0,45600.0,62400.0,77840.0,87040.0,,
11,DC,District of Columbia,51-2092,Team Assemblers,,**,**,**,**,12.04,25040.0,3.4,8.84,9.69,11.36,13.22,15.98,18390.0,20150.0,23630.0,27490.0,33240.0,,
11,DC,District of Columbia,51-3011,Bakers,,200.0,18.6,0.307,0.277,14.63,30430.0,3.4,10.15,12.24,14.55,17.0,18.94,21120.0,25460.0,30260.0,35370.0,39390.0,,
11,DC,District of Columbia,51-3021,Butchers and Meat Cutters,,150.0,21.7,0.241,0.243,17.52,36440.0,4.3,10.28,13.88,18.95,21.28,22.69,21370.0,28860.0,39420.0,44260.0,47200.0,,
11,DC,District of Columbia,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,**,**,**,**,11.31,23530.0,4.0,8.49,8.83,10.0,13.66,16.62,17650.0,18370.0,20800.0,28420.0,34570.0,,
11,DC,District of Columbia,51-3092,Food Batchmakers,,**,**,**,**,13.05,27130.0,3.2,8.69,9.26,10.86,14.21,18.81,18080.0,19270.0,22580.0,29550.0,39110.0,,
11,DC,District of Columbia,51-4041,Machinists,,220.0,16.2,0.35,0.126,28.36,58980.0,7.3,17.63,23.97,26.78,32.53,41.82,36680.0,49860.0,55700.0,67670.0,86980.0,,
11,DC,District of Columbia,51-4121,"Welders, Cutters, Solderers, and Brazers",,150.0,24.0,0.232,0.094,23.53,48950.0,10.2,11.84,16.56,24.91,30.39,34.26,24620.0,34440.0,51810.0,63210.0,71250.0,,
11,DC,District of Columbia,51-5111,Prepress Technicians and Workers,,420.0,19.2,0.657,1.737,27.69,57590.0,19.6,11.85,17.11,31.66,34.48,40.78,24650.0,35590.0,65850.0,71720.0,84820.0,,
11,DC,District of Columbia,51-5112,Printing Press Operators,,850.0,6.2,1.333,0.886,27.63,57480.0,18.5,13.1,15.99,23.73,39.27,49.19,27250.0,33260.0,49350.0,81670.0,102320.0,,
11,DC,District of Columbia,51-5113,Print Binding and Finishing Workers,,300.0,8.9,0.465,1.09,29.39,61140.0,9.6,13.18,22.22,34.45,37.27,40.87,27420.0,46220.0,71660.0,77520.0,85000.0,,
11,DC,District of Columbia,51-6011,Laundry and Dry-Cleaning Workers,,590.0,14.5,0.923,0.573,13.49,28060.0,4.9,8.31,9.01,14.27,16.93,18.91,17280.0,18750.0,29690.0,35210.0,39340.0,,
11,DC,District of Columbia,51-6021,"Pressers, Textile, Garment, and Related Materials",,180.0,9.3,0.283,0.635,9.99,20790.0,2.9,8.63,9.18,9.95,10.82,11.34,17950.0,19090.0,20700.0,22500.0,23590.0,,
11,DC,District of Columbia,51-6052,"Tailors, Dressmakers, and Custom Sewers",,40.0,44.9,0.061,0.295,10.87,22610.0,7.3,8.47,8.73,9.17,12.75,15.93,17620.0,18170.0,19080.0,26520.0,33130.0,,
11,DC,District of Columbia,51-7011,Cabinetmakers and Bench Carpenters,,90.0,1.3,0.145,0.219,23.62,49140.0,10.4,15.29,18.55,24.76,29.66,30.28,31810.0,38580.0,51500.0,61700.0,62970.0,,
11,DC,District of Columbia,51-8021,Stationary Engineers and Boiler Operators,,380.0,7.4,0.592,2.102,29.7,61770.0,3.3,21.74,25.32,29.79,33.26,37.06,45230.0,52670.0,61970.0,69180.0,77080.0,,
11,DC,District of Columbia,51-8031,Water and Wastewater Treatment Plant and System Operators,,250.0,11.0,0.391,0.459,28.03,58290.0,3.8,23.08,25.87,28.27,30.78,32.07,48000.0,53810.0,58790.0,64020.0,66700.0,,
11,DC,District of Columbia,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",,120.0,15.5,0.183,0.057,24.84,51660.0,3.9,19.36,23.49,25.39,25.4,28.3,40260.0,48870.0,52820.0,52830.0,58860.0,,
11,DC,District of Columbia,51-9081,Dental Laboratory Technicians,,50.0,26.1,0.076,0.252,27.44,57060.0,6.8,17.03,23.97,28.14,33.0,37.1,35420.0,49860.0,58520.0,68630.0,77160.0,,
11,DC,District of Columbia,51-9111,Packaging and Filling Machine Operators and Tenders,,**,**,**,**,10.3,21420.0,8.5,8.49,8.81,9.33,9.85,12.32,17660.0,18310.0,19400.0,20490.0,25620.0,,
11,DC,District of Columbia,51-9151,Photographic Process Workers and Processing Machine Operators,,230.0,33.9,0.356,0.786,11.32,23550.0,6.1,8.62,9.11,10.44,12.89,14.68,17940.0,18940.0,21720.0,26820.0,30540.0,,
11,DC,District of Columbia,51-9198,Helpers--Production Workers,,100.0,30.8,0.154,0.05,12.27,25510.0,6.9,8.67,9.24,11.03,15.23,17.72,18040.0,19220.0,22940.0,31670.0,36850.0,,
11,DC,District of Columbia,51-9399,"Production Workers, All Other*",,**,**,**,**,21.56,44840.0,15.7,9.92,11.62,20.6,25.69,38.86,20640.0,24160.0,42850.0,53430.0,80840.0,,
11,DC,District of Columbia,53-0000,Transportation and Material Moving Occupations,major,16260.0,5.5,25.426,0.378,18.76,39010.0,6.2,9.29,12.52,16.65,21.93,28.38,19320.0,26030.0,34640.0,45610.0,59030.0,,
11,DC,District of Columbia,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,260.0,18.4,0.403,0.308,25.07,52140.0,3.2,17.76,21.03,25.38,30.02,33.98,36940.0,43750.0,52790.0,62440.0,70680.0,,
11,DC,District of Columbia,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,520.0,12.4,0.811,0.525,31.67,65870.0,7.4,19.56,23.7,28.62,34.51,45.29,40680.0,49290.0,59520.0,71790.0,94210.0,,
11,DC,District of Columbia,53-2021,Air Traffic Controllers,,250.0,10.1,0.397,2.105,64.29,133710.0,3.1,47.78,56.02,64.88,74.89,#,99380.0,116520.0,134950.0,155760.0,#,,
11,DC,District of Columbia,53-3021,"Bus Drivers, Transit and Intercity",,210.0,30.0,0.328,0.232,*,*,*,*,*,*,*,*,*,*,*,*,*,,
11,DC,District of Columbia,53-3022,"Bus Drivers, School or Special Client",,250.0,18.3,0.385,0.105,14.3,29750.0,4.0,9.27,12.73,14.43,15.82,17.74,19290.0,26470.0,30010.0,32900.0,36890.0,,
11,DC,District of Columbia,53-3031,Driver/Sales Workers,,450.0,15.4,0.699,0.239,17.02,35390.0,4.7,11.33,13.11,15.89,20.67,24.64,23570.0,27280.0,33050.0,42990.0,51250.0,,
11,DC,District of Columbia,53-3032,Heavy and Tractor-Trailer Truck Drivers,,660.0,19.6,1.037,0.09,20.75,43150.0,4.4,14.6,16.5,20.07,25.52,27.74,30370.0,34320.0,41740.0,53090.0,57700.0,,
11,DC,District of Columbia,53-3033,Light Truck or Delivery Services Drivers,,1210.0,19.3,1.888,0.308,16.55,34430.0,3.9,10.86,13.06,15.48,19.87,24.4,22600.0,27160.0,32190.0,41330.0,50760.0,,
11,DC,District of Columbia,53-3041,Taxi Drivers and Chauffeurs,,1160.0,40.1,1.818,1.427,16.97,35290.0,6.9,10.74,13.48,16.3,18.24,22.88,22340.0,28050.0,33910.0,37940.0,47580.0,,
11,DC,District of Columbia,53-3099,"Motor Vehicle Operators, All Other",,1580.0,0.8,2.466,5.118,20.33,42290.0,2.8,16.85,17.9,19.55,22.82,24.82,35050.0,37230.0,40650.0,47470.0,51620.0,,
11,DC,District of Columbia,53-6021,Parking Lot Attendants,,2370.0,10.9,3.701,3.776,10.86,22590.0,4.2,8.56,8.94,9.77,12.42,14.33,17800.0,18600.0,20320.0,25820.0,29800.0,,
11,DC,District of Columbia,53-6031,Automotive and Watercraft Service Attendants,,**,**,**,**,10.21,21230.0,6.6,8.43,8.68,9.1,10.76,13.84,17530.0,18060.0,18930.0,22380.0,28800.0,,
11,DC,District of Columbia,53-6051,Transportation Inspectors,,350.0,1.9,0.545,2.853,46.54,96790.0,8.8,23.6,27.29,51.29,61.32,66.8,49100.0,56750.0,106680.0,127550.0,138940.0,,
11,DC,District of Columbia,53-6061,"Transportation Attendants, Except Flight Attendants",,140.0,2.9,0.213,1.077,20.29,42200.0,4.4,15.5,19.01,20.79,22.56,25.7,32230.0,39540.0,43240.0,46930.0,53460.0,,
11,DC,District of Columbia,53-6099,"Transportation Workers, All Other",,1340.0,3.3,2.1,8.148,15.53,32300.0,3.5,12.8,13.18,14.41,16.07,20.46,26630.0,27410.0,29970.0,33430.0,42560.0,,
11,DC,District of Columbia,53-7011,Conveyor Operators and Tenders,,60.0,16.0,0.098,0.338,19.69,40950.0,5.4,16.91,18.75,20.08,21.42,22.22,35160.0,39000.0,41780.0,44550.0,46210.0,,
11,DC,District of Columbia,53-7032,Excavating and Loading Machine and Dragline Operators,,90.0,44.9,0.136,0.352,19.77,41120.0,13.4,10.61,15.43,19.31,24.98,27.96,22060.0,32100.0,40170.0,51960.0,58170.0,,
11,DC,District of Columbia,53-7051,Industrial Truck and Tractor Operators,,130.0,15.3,0.203,0.05,20.09,41780.0,6.2,15.84,18.09,20.64,23.72,23.73,32940.0,37620.0,42930.0,49340.0,49350.0,,
11,DC,District of Columbia,53-7061,Cleaners of Vehicles and Equipment,,520.0,3.4,0.812,0.358,16.68,34700.0,7.4,8.88,11.13,18.88,20.98,22.26,18470.0,23160.0,39270.0,43650.0,46310.0,,
11,DC,District of Columbia,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",,2260.0,25.2,3.534,0.222,15.01,31210.0,3.5,9.35,10.95,14.27,18.28,21.97,19440.0,22780.0,29690.0,38020.0,45710.0,,
11,DC,District of Columbia,53-7064,"Packers and Packagers, Hand",,420.0,25.2,0.663,0.124,11.66,24250.0,9.1,8.47,8.82,9.72,14.01,17.68,17610.0,18340.0,20230.0,29150.0,36770.0,,
11,DC,District of Columbia,53-7081,Refuse and Recyclable Material Collectors,,650.0,1.6,1.016,1.022,18.16,37780.0,5.5,12.84,14.91,18.21,20.83,25.03,26710.0,31010.0,37880.0,43330.0,52060.0,,
